kelime,sesli,anlam,hece
koalisyon hükûmeti,oaioüei,Birden çok siyasi parti veya grubun ortaklaşa kurduğu hükûmet ve yönetim biçimi; koalisyon,7
koaptör,oaö,cebire,3
kobalt,oa,"Atom numarası 27, atom ağırlığı 59 olan, boyacılıkta kullanılan, nikel ve demire benzeyen, gümüş renginde bir element (simgesi Co)",2
kobalt bombası,oaoaı,"Kobalttan veya dolaysız olarak radyoaktiflenebilen bir madenden yapılan, hekimlikte kanser tedavisinde kullanılan bomba",5
kobay,oa,"Kobaygillerden, bilimsel araştırmalarda kullanılan bir deney hayvanı; Hint domuzu (Cavia porcellus)",2
kobaygiller,oaie,Omurgalı hayvanların memeliler sınıfına giren bir familya,4
kobra,oa,"Kobragillerden, Afrika ve Asya'nın sıcak bölgelerinde yaşayan, çok zehirli, kızıl, esmer ve sarı renklerde bir tür yılan; gözlüklü yılan, Hint kobrası (Naja)",2
kobragiller,oaie,Sürüngenler sınıfının zehirli yılanların çoğunu içine alan bir familyası,4
koca,oa,"Bir kadının evlendiği kişi; bey (I), er (I), efendi, erkek, ağa, zevç",2
koca bebek,oaee,Yaşından daha küçük davranışlar gösteren kimse,4
koca koca,oaoa,Çok büyük,4
koca kuşluk,oauu,Öğleye yakın zaman,4
koca yemiş,oaei,"Fundagillerden, 3-6 metre yüksekliğinde, çiçekleri beyaz veya pembe, kışın yapraklarını dökmeyen, odunu sert olduğundan kolay işlenemeyen ve kömür yapımında kullanılan bir ağaççık; sandal ağacı (Arbutus unedo)",4
Kocaali,oaai,Sakarya iline bağlı ilçelerden biri,4
kocabaş,oaa,"İspinozgillerden, 18 santimetre uzunluğunda, sırtı kahverengi, karnı pembe bir tür kuş; flurcun (Cocothraustes coccothraustes)",3
kocabaşı,oaaı,muhtar,4
Kocaeli,oaei,Türkiye'nin Marmara Bölgesi'nde yer alan illerinden biri,4
kocakarı,oaaı,Yaşlı kadın,4
kocakarı ilacı,oaaıiaı,"Hekim olmayan kimselerin yaptıkları veya salık verdikleri, hekimlikte kullanılmayan ilaç",7
kocakarı masalı,oaaıaaı,Avutucu ve eğlendirici nitelikli masal,7
kocakarı soğuğu,oaaıouu,İlkbaharın belli günlerinde olan soğuk havalar,7
kocakarılık,oaaıı,Kocakarı olma durumu,5
Kocaköy,oaö,Diyarbakır iline bağlı ilçelerden biri,3
kocalı,oaı,"Kocası olan, evli (kadın)",3
kocalık,oaı,Bir kadına koca olma durumu,3
kocalma,oaa,yaşlanma,3
kocalmak,oaa,yaşlanmak,3
kocaltma,oaa,Kocaltmak durumu; kocatma,3
kocaltmak,oaa,Kocamasına yol açmak; kocatmak,3
kocama,oaa,yaşlanma,3
kocamak,oaa,yaşlanmak,3
kocaman,oaa,"Çok iri; koca (II), cesim, kazulet",3
kocamanca,oaaa,"Biraz kocaman, irice",4
kocamanlaştırma,oaaaıa,Kocamanlaştırmak işi,6
kocamanlaştırmak,oaaaıa,Kocaman duruma getirmek,6
kocaoğlan,oaoa,ayı,4
kocasız,oaı,Kocası olmayan (kadın); ersiz,3
kocasızlık,oaıı,Kocasız olma durumu; ersizlik,4
Kocasinan,oaia,Kayseri iline bağlı ilçelerden biri,4
kocatma,oaa,kocaltma,3
kocatmak,oaa,kocaltmak,3
kocayış,oaı,Kocamak işi,3
koç,o,Damızlık erkek koyun,1
Koç,o,Damızlık erkek koyun,1
koç burunlu,ouuu,Burnu alnıyla aynı doğrultuda ve kemerli olan (kimse),4
koç katımı,oaıı,Koçların güzün çiftleşmek için koyunların arasına salınması,4
koç katımı fırtınası,oaııııaı,Koç katımı günlerinde çıkan fırtına,8
koç yiğit,oii,"Yakışıklı, genç ve gürbüz delikanlı",3
koç yumurtası,ouuaı,Kasaplık hayvanların erkeklik bezleri; billur,5
koçak,oa,yürekli,2
koçaklama,oaaa,"Halk edebiyatında biçimi ne olursa olsun, konusu yiğitlik, savaş, kahramanlık olan veya bir kahramanı öven, kahramanlık duygularını canlandıran şiir; yiğitleme",4
koçan,oa,"Marul, lahana vb. sebzelerde yaprakların çıktığı sert gövde",2
koçancı,oaı,Koçan işleriyle uğraşan kimse,3
koçancılık,oaıı,Koçancının yaptığı iş,4
Koçarlı,oaı,Aydın iline bağlı ilçelerden biri,3
koçbaşı,oaı,"Bir veya birkaç kişi tarafından taşınan, kol gücüyle vurularak genellikle kapıları kırmakta kullanılan demir araç",3
koçboynuzu,oouu,"Üzerine ip iliştirmeye yarayan, iki kulaklı ağaç veya metal çengel",4
koçkar,oa,Dövüş için yetiştirilmiş iri koç,2
koçlanma,oaa,Koçlanmak işi,3
koçlanmak,oaa,Gelişerek koç durumuna gelmek,3
koçsama,oaa,Koçsamak durumu,3
koçsamak,oaa,Dişi koyun koç istemek,3
koçu,ou,Süslü bir tür gezme arabası,2
kod,o,Bir bilginin simgesi,1
kod adı,oaı,Kimliği gizlemek için kullanılan takma ad; kod ismi,3
kodaman,oaa,"İleri gelen, para veya makam sahibi kimse",3
kodamanlık,oaaı,Kodaman olma durumu,4
kodein,oei,"Afyondan elde edilen, öksürük ve ağrı kesmeye yarayan bir alkaloit",3
kodeks,oe,"Tedavi edici etkisi kesin olarak kabul edilen ilaçların formüllerini, fiziksel ve kimyasal özelliklerini, tanınma reaksiyonlarını, saflık kontrollerini, miktar tayinlerini ve saklama koşullarını içeren resmî kuruluş tarafından onaylı başvuru kaynağı",2
kodes,oe,cezaevi,2
kodifikasyon,oiiao,düzenleme,5
kodlama,oaa,Kodlamak işi,3
kodlamak,oaa,Bir kelimeyi önceden belirlenmiş simgeler dizisine göre ifade etmek,3
kodlatma,oaa,Kodlatmak işi,3
kodlatmak,oaa,Kodlama işini yaptırmak,3
kof,o,Kuruyarak veya çürüyerek içi boşalmış olan,1
kofa,oa,hasır otu,2
kofalık,oaı,Kofanın çok bulunduğu yer,3
kofana,oaa,Lüfer balığının irisi,3
Kofçaz,oa,Kırklareli iline bağlı ilçelerden biri,2
koflaşma,oaa,Koflaşmak işi,3
koflaşmak,oaa,"Kof, değersiz bir duruma gelmek",3
kofluk,ou,Kof olma durumu,2
kofra,oa,Bina girişlerinde elektrik şebeke hattını sigorta sistemi ile düzenleyen kutu,2
koful,ou,Bitki hücreleri yaşlandıkça plazmalarında oluşan ve içi hücre suyu ile dolu olan boşluk,2
kognitif,oii,bilişsel,3
koğuş,ou,"Kışla, okul, tutukevi, hastane vb. kalabalık yerlerde, içinde birçok kimsenin yattığı veya barındığı büyük oda",2
kohenit,oei,"Gök taşlarında bulunan demir, nikel ve kobalt karbür",3
kohezyon,oeo,Moleküller arasındaki çekim kuvveti,3
kok,o,"Maden kömürünün damıtılmasıyla elde edilen, birleşiminde kömürden çok daha az oranda uçucu madde bulunan katı yakıt; kok kömürü",1
kok kömürü,oöüü,kok,4
koka,oa,"İki çeneklilerden, çiçekleri küçük ve sarımtırak, zeytine benzer meyvesi kırmızı renkte olan, yapraklarından kokain çıkarılan, en çok Peru'da yetişen bir bitki (Erytrroxylon coca)",2
kokain,oai,Koka yapraklarından çıkarılan ve bağımlılık yapan uyuşturucu bir madde,3
kokainci,oaii,"Kokain üreten, içen veya satan kimse",4
kokainman,oaia,Kokain bağımlısı olan kimse,4
kokainomani,oaioai,Kokain alma alışkanlığı ve kokain düşkünlüğü,6
kokak ağaç,oaaa,kokar ağaç,4
kokak,oa,"Kötü, pis kokan",2
kokar ağaç,oaaa,"Sedef otugillerden, Avrupa'ya Çin'den getirilmiş, kısa zamanda yetişip boy attığı için bir gölge ağacı olarak dikilen, kötü kokan bir ağaç; kokak ağaç, aylandız (Ailanthus glandulosa)",4
kokarca,oaa,"Etoburlardan, orta boyda, kendini korumak için düşmanına kötü kokulu sıvı fışkırtan, ince, uzun bir kürk hayvanı (Mephitis mephitis)",3
kokart,oa,Asker şapkalarına takılan ve rengi uluslara göre değişen işaret,2
kokartlı,oaı,Kokart takmış olan (kimse),3
kokartsız,oaı,Kokart takmamış olan,3
koket,oe,"Güzel görünmeye çalışan, süse düşkün, kırıtan (kadın)",2
koketlik,oei,Koket olma durumu,3
koketri,oei,Beğenilme merakı,3
kokimbit,oii,Hidratlı doğal demir sülfat,3
koklama,oaa,Koklamak işi,3
koklamak,oaa,Kokusunu duymak için bir şeyi burnuna yaklaştırmak veya bir yerin havasını içine çekmek,3
koklaşma,oaa,Koklaşma işi,3
koklaşmak,oaa,Birbirini koklamak,3
koklaştırma,oaıa,Koklaştırmak işi,4
koklaştırmak,oaıa,Koklaşma işini yaptırmak,4
koklatılma,oaıa,Koklatılmak işi,4
koklatılmak,oaıa,Koklama işine konu olmak,4
koklatma,oaa,Koklatmak işi,3
koklatmak,oaa,Koklama işini yaptırmak,3
koklayış,oaı,Koklamak işi,3
kokma,oa,Kokmak işi,2
kokmak,oa,Koku çıkarmak,2
kokmuş,ou,"Çürüyüp bozularak kötü kokan; kokuşuk, müteaffin",2
kokmuşluk,ouu,Kokmuş olma durumu,3
kokona,ooa,Hristiyan kadını,3
kokoreç,ooe,"Şişe sarılarak kor ateşte kızartılan, kuzu bağırsağından yiyecek",3
kokoreççi,ooei,Kokoreç yapan veya satan kimse,4
kokoreççilik,ooeii,Kokoreççinin yaptığı iş,5
kokoroz,ooo,mısır,3
kokorozlanma,oooaa,Kokorozlanmak işi,5
kokorozlanmak,oooaa,"Göz korkutmak, meydan okumak",5
kokot,oo,aşüfte,2
kokoz,oo,Parası olmayan,2
kokozlanma,ooaa,Kokozlanmak işi,4
kokozlanmak,ooaa,"Parasını tüketmek, parasız kalmak",4
kokozluk,oou,Parasız olma durumu,3
kokpit,oi,pilot kabini,2
kokteyl,oe,Türlü içkiler karıştırılarak yapılan içki,2
koku,ou,Nesnelerden yayılan küçücük zerrelerin burun zarı üzerindeki özel sinirlerde uyandırdığı duygu; buke,2
koku alma duyusu,ouaauuu,Koklama duyusu,7
koku alma organı,ouaaoaı,burun,7
kokucu,ouu,Koku yapan veya satan kimse,3
kokulandırma,ouaıa,Kokulandırmak işi,5
kokulandırmak,ouaıa,Özel bir koku kazandırmak,5
kokulanma,ouaa,Kokulanmak işi,4
kokulanmak,ouaa,Koku sürünmek,4
kokulu,ouu,Kokusu olan,3
kokulu çayır otu,ouuaıou,"Buğdaygillerden, çayırlarda yetişen, hayvanlar için iyi bir yem olan güzel kokulu bitki (Anthoxanthum odoratum)",7
kokulu kiraz,ouuia,İdris ağacı,5
kokulu sabun,ouuau,Yapılırken içine koku maddesi katılmış sabun,5
kokurdan,oua,"Kalkerli ve karstik özelliği ağır basan yerlerde çukurlukları bol, engebeli arazi",3
kokusuz,ouu,Kokusu olmayan,3
kokuş,ou,Kokmak işi,2
kokuşma,oua,Kokuşmak işi; infisah,3
kokuşmak,oua,"Çürüyüp bozularak kötü bir koku çıkarmak; kokmak, sasımak, taaffün etmek",3
kokuşturma,ouua,Kokuşturmak işi,4
kokuşturmak,ouua,Kokuşmasına sebep olmak,4
kokuşuk,ouu,kokmuş,3
kokutma,oua,Kokutmak işi,3
kokutmak,oua,Hoş olmayan bir koku bırakmak,3
kol,o,İnsan vücudunda omuz başından parmak uçlarına kadar uzanan bölüm; dal (II),1
kol ağzı,oaı,Giysi kolunun uç bölümü,3
kol akımı,oaıı,Bir elektrik akımında ana devreye eklenen kollarla evlere elektrik veren akım,4
kol bağı,oaı,Kadın bileziği,3
kol böreği,oöei,"Bütün yufkanın içine kıyma, peynir, patates, ıspanak vb. konulup ince kol kalınlığında sarılarak tepsiye döşendikten sonra fırında pişirilen bir börek türü",4
kol değirmeni,oeiei,"Bulgur, yarma vb. tahılların öğütülmesinde kullanılan, kol gücü ile çalışan taş değirmen",5
kol demiri,oeii,Bir kapıyı kapadıktan sonra dışarıdan açılmaması için duvarla kapı arasına konan demir destek,4
kol kapağı,oaaı,Giysi ve gömlek kolunun bileği örten bölümü,4
kol kemiği,oeii,"Kolun omuz başından dirseğe kadar olan bölümündeki tek ve uzun kemik; pazı kemiği, karaca kemiği",4
kol kola,ooa,Yan yana ve kollarını birbirine geçirerek,3
kol nizamı,oiaı,Mangaların yan yana veya arka arkaya dizilişinde kişiler arasında bir kol boyu mesafe bırakılması durumu,4
kol saati,oaai,Bileğe takılan saat; bilek saati,4
kola,oa,"Gömlek, örtü vb. şeyleri kolalamakta kullanılan özel nişasta",2
kola cevizi,oaeii,Kola bitkisinin sert kabuklu meyvesi,5
kola çıkma,oaıa,"Kamu düzenini korumak için, kolluk kuvvetlerinin şehir çevresinde atla dolaşması",4
kolacı,oaı,"Giysi, örtü, çarşaf vb.ni yıkayarak kolalayan ve ütüleyen kimse",3
kolacılık,oaıı,Kolacının işi veya mesleği,4
kolaçan,oaa,Herhangi bir amaçla çevreyi dolaşıp pek belli etmeksizin gözden geçirme,3
kolagiller,oaie,"Ayrı taç yapraklı iki çeneklilerden, büyük ve küçük kola ağaçları gibi birçok türü içine alan bir bitki familyası",4
kolağası,oaaı,Osmanlı ordusunda yüzbaşı ile binbaşı arasında yer alan rütbe,4
kolaj,oa,kesyap,2
kolalama,oaaa,Kolalamak işi; kola (I),4
kolalamak,oaaa,"Gömlek, örtü vb. şeyleri, sert ve parlak olması için kolalı suya batırıp ütülemek",4
kolalanma,oaaa,Kolalanmak işi,4
kolalanmak,oaaa,Kolalama işi yapılmak veya kolalama işine konu olmak,4
kolalatma,oaaa,Kolalatmak işi,4
kolalatmak,oaaa,Kolalama işini yaptırmak,4
kolalayış,oaaı,Kolalamak işi,4
kolalı,oaı,"Gömlek, örtü vb. şeyler sert ve parlak olması için içerisinde kola (I) bulunan suya batırılıp ütülenmiş olan",3
kolan,oa,"At, eşek vb. hayvanların semerini veya eyerini bağlamak için göğsünden aşırılarak sıkılan yassı kemer",2
kolan balığı,oaaıı,mersin balığı,5
kolancı,oaı,yedekçi,3
kolancılık,oaıı,yedekçilik,4
kolasız,oaı,Kolası olmayan,3
kolay,oa,"Sıkıntı çekmeden, yorulmadan yapılabilen; asan, güç (II) ve zor karşıtı",2
kolay kolay,oaoa,kolayca,4
kolayca,oaa,Oldukça kolay,3
kolaycacık,oaaı,Çok kolay,4
kolaycı,oaı,Bir işi yaparken kolay ve kestirme yolu seçen (kimse),3
kolaycılık,oaıı,Kolaycı olma durumu,4
kolayda,oaa,Kolay bulunabilir yerde; el altında,3
kolaylama,oaaa,Kolaylamak işi,4
kolaylamak,oaaa,"Bir işi bitirmek üzere olmak, bir işin sonuna yaklaşmak",4
kolaylanma,oaaa,Kolaylanmak işi,4
kolaylanmak,oaaa,"Bir iş sonuna yaklaşmak, bitmek üzere olmak",4
kolaylaşma,oaaa,Kolaylaşmak işi,4
kolaylaşmak,oaaa,Kolay duruma gelmek; hafifleşmek,4
kolaylaştırılma,oaaııa,Kolaylaştırılmak işi,6
kolaylaştırılmak,oaaııa,Kolaylaştırma işini yaptırılmak,6
kolaylaştırma,oaaıa,Kolaylaştırmak işi; teshil,5
kolaylaştırmak,oaaıa,"Kolay bir duruma getirmek, güçlükleri ortadan kaldırmak",5
kolaylık,oaı,"İşlerin kolayca yapılmasını sağlayan şey; asanlık, kolay, suhulet",3
kolaylıkla,oaıa,"Sıkıntı çekmeden, güçlüklere uğramadan; kolayına, asanlıkla, rahatlıkla, tez beri",4
kolbastı,oaı,"Güreşte ayağı kapılan güreşçinin, rakibinin ayağını tutmasıyla ortaya çıkan geçersizlik durumu",3
kolbaşı,oaı,"Herhangi bir ekibin, grubun, iş takımının başı",3
kolbaşılık,oaıı,Kolbaşı olma durumu,4
kolcu,ou,muhafız,2
kolculuk,ouu,Kolcunun yaptığı iş,3
kolçak,oa,"Yalnız başparmağı ayrı, diğer dört parmağı bir örülmüş yün eldiven",2
kolçaklı sandalye,oaıaae,"Taşıyıcı kısımları masif malzemeden yapılan, oturma yüzeyi ve arkalığı genellikle elastik olan tek kişinin oturabileceği mobilya",6
koldaş,oa,İş arkadaşı,2
koldaşlık,oaı,İş arkadaşlığı,3
koledok,oeo,öd kanalı,3
kolej,oe,Öğretim programında yabancı bir dil öğretimine ağırlık veren okul,2
kolejli,oei,Kolej öğrencisi,3
koleksiyon,oeio,"Öğrenme, yarar sağlama veya zevk amacıyla bir araya getirilmiş ve özelliklerine göre sınıflara ayrılmış nesnelerin bütünü; derlem",4
koleksiyoncu,oeiou,"Koleksiyon yapmaya meraklı kimse; derlemci, koleksiyoner",5
koleksiyonculuk,oeiouu,"Koleksiyoncunun yaptığı iş; derlemcilik, koleksiyonerlik",6
kolektif,oei,"Birçok kimseyi veya nesneyi içine alan, birçok kişi ve nesnenin bir araya gelmesi sonucu olan",3
kolektif ortaklık,oeioaı,Bütün ortakların sorumluluğu tam ve sınırsız olan ortaklık; kolektif şirket,6
kolektif şirket,oeiie,kolektif ortaklık,5
kolektifleşme,oeiee,ortaklaşma,5
kolektifleşmek,oeiee,ortaklaşmak,5
kolektifleştirme,oeieie,ortaklaştırma,6
kolektifleştirmek,oeieie,ortaklaştırmak,6
kolektivist,oeii,ortaklaşacı,4
kolektivizm,oeii,ortaklaşacılık,4
kolektör,oeö,Atık suların akmasını sağlayan boru,3
kolemanit,oeai,Hidratlı doğal kalsiyum borat,4
kolera,oea,"Şiddetli ishal ve kusmalarla kendini gösteren, çok bulaşıcı, salgın ve öldürücü bir hastalık",3
koleralı,oeaı,Koleraya tutulmuş,4
kolesterin,oeei,kolesterol,4
kolesterol,oeeo,"Kanda ve büyük ölçüde ödde bulunan, besinlerle alınan sterol; kolesterin",4
kolesterollü,oeeoü,Kolesterolü yüksek olan,5
kolesterolsüz,oeeoü,Kolesterolü yüksek olmayan,5
kolhoz,oo,Rusya'da köylülerin ortak olarak çalıştıkları tarım işletmesi,2
koli,oi,Posta paketi,2
koli basili,oiaii,"Toprakta, insan ve hayvan bağırsaklarında, bazen sularda, sütte, yiyeceklerde bulunan ve uygun bir ortam bulduğunda insanda hastalık yapabilen, yuvarlak uçlu, çomak biçiminde bakteri",5
kolibri,oii,"Kolibrigillerden, Amerika'da yaşayan, çok renkli, geriye doğru uçma özelliği olan, uzun gagalı, küçük göçmen kuş",3
kolibrigiller,oiiie,"Omurgalı hayvanlardan, kuşlar sınıfına giren bir familya",5
kolik,oi,"Bağırsak, böbrek gibi içi boş organlarda aralıklı duyulan güçlü sancı",2
kolit,oi,Kalın bağırsak yangısı,2
kollama,oaa,Kollamak işi,3
kollamak,oaa,"Olmasını, ortaya çıkmasını beklemek, gözetmek",3
kollanma,oaa,Kollanmak işi,3
kollanmak,oaa,Kollama işine konu olmak veya kollama işi yapılmak,3
kollayıcı,oaıı,koruyucu,4
kollayıcılık,oaııı,koruyuculuk,5
kollu,ou,Kolu olan,2
kolluk kuvveti,ouuei,Güvenlik güçlerinin oluşturduğu birlik,5
kolluk,ou,manşet,2
kolodyum,oou,"Fotoğraf makinesi camı yapımında ve cerrahlıkta kullanılan, alkol ve eter karışımı içinde sıvı durumuna getirilen nitroselüloz",3
kolofan,ooa,Hidratlı doğal kalsiyum sülfat,3
koloidal,ooia,"Zamk, jelatin yapısında olan, koloit nitelikleri taşıyan",4
koloit,ooi,"Jelatin niteliğinde olan ve suda dağılmış zarlardan geçmemekle billursulardan ayırt edilen maddelerin genel adı, billursu karşıtı",3
kolokyum,oou,konuşu,3
kolombiyum,ooiu,niyobyum,4
kolon,oo,sütun,2
koloni,ooi,sömürge,3
kolonya,ooa,"İçinde limon, lavanta, tütün vb. bitkilerin yağı bulunan, hafif kokulu alkollü bir madde",3
kolonyal,ooa,Sömürgeyle ilgili,3
kolonyal şapka,ooaaa,"Sıcağı geçirmeyen, içi mantarlı bir şapka türü",5
kolonyalama,ooaaa,Kolonyalamak işi,5
kolonyalamak,ooaaa,"Kolonya ile işlem yapmak, kolonya sürmek",5
kolonyalanma,ooaaa,Kolonyalanmak işi,5
kolonyalanmak,ooaaa,Kolonya sürmek veya sürünmek,5
kolonyalı,ooaı,"Kolonyalanmış, kolonya sürmüş, kolonya sürülmüş",4
kolonyalı mendil,ooaıei,El ve yüz temizliğinde kullanılmak üzere özel olarak nemlendirilmiş ve hoş koku verilmiş ambalajlı mendil; ıslak mendil,6
kolonyalist,ooai,sömürgeci,4
kolonyasız,ooaı,Kolonyası olmayan,4
kolordu,oou,Değişik sayıda tümen ve savaş destek birliklerinden kurulu büyük askerî birlik,3
koloridye,ooie,Kolyoz balığının küçüğü,4
kolorimetre,ooiee,renkölçer,5
kolorimetri,ooiei,renk ölçme,5
kolostrum,oou,Gebe kadının veya memeli hayvanların meme salgısı,3
kolpo,oo,Bilardo oyununda vuruş,2
kolpocu,oou,dalavereci,3
kolsu,ou,"Kolu andıran, kola benzeyen, kol gibi",2
kolsu ayaklılar,ouaaıa,Erginken genellikle bir yere tutunarak yaşayan ve gövdeleri iki çenetli kabuk içinde olan deniz hayvanları,6
kolsuz,ou,Kolu olmayan,2
koltuğa girme,ouaie,Düğün sırasında gelinin damadın koluna girmesini sağlama merasimi,5
koltuk altı,ouaı,Kolun omuzla birleştiği yerin altındaki çukurluk,4
koltuk değneği,oueei,Ayak ve bacakları sakat olanların yürürken koltuklarıyla dayandıkları uzun değnek,5
koltuk düşkünü,ouüüü,"Mesleğinden veya yaptığı işten çok, bulunduğu makamı gözeten (kimse)",5
koltuk gözü,ouöü,Sürgün ve genç dalların yaprak saplarının koltuğunda bulunan tomurcuk,4
koltuk kapısı,ouaıı,Evlerde büyük kapıdan başka küçük hizmet kapısı,5
koltuk kavgası,ouaaı,"Makam kapmak veya makamını yitirmemek için gösterilen çaba, sandalye kavgası",5
koltuk meyhanesi,oueaei,"İşlek semtlerde, yol üzerinde bulunan, az mezeyle ayaküstü içki içilen ucuz meyhane",6
koltuk,ou,"Omuz başının altında, kolun gövde ile birleştiği yer",2
koltukbaşı,ouaı,Otomobillerde koltuğun sırt bölümünün üstüne takılan ve ani darbelerde boynun veya başın zarar görmesini önleyen başlık,4
